City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,uusikaupunki,60.8004,21.4084,8.4,63,85,4.0,FI,1683782737
368,chernomorskoye,45.5039,32.6997,11.46,66,44,3.74,UA,1683782738
369,kapiri mposhi,-13.9652,28.6809,11.87,81,58,1.98,ZM,1683782739
370,port alfred,-33.5906,26.891,15.66,69,0,0.89,ZA,1683782739
371,colac,-38.3333,143.5833,16.21,50,3,4.17,AU,1683782740
372,jumla,29.2747,82.1838,17.53,31,34,2.9,NP,1683782740
373,zheleznogorsk,52.331,35.3711,8.52,64,83,3.21,RU,1683782741
374,gallup,35.5281,-108.7426,8.42,54,75,3.6,US,1683782618
375,den chai,17.9837,100.0522,36.16,40,45,1.86,TH,1683782742
376,newman,37.3138,-121.0208,15.16,50,0,2.01,US,1683782743
377,palmer,42.1584,-72.3287,14.23,75,0,0.0,US,1683782743
378,valparaiso,-33.0393,-71.6273,15.0,66,0,2.06,CL,1683782466
379,siwa oasis,29.2041,25.5195,21.55,45,21,3.9,EG,1683782744
380,guarapari,-20.6667,-40.4975,23.27,91,100,1.77,BR,1683782745
381,gaspe,48.8334,-64.4819,0.95,86,0,0.0,CA,1683782560
382,piacabucu,-10.4056,-36.4344,23.75,87,2,1.05,BR,1683782746
383,bettembourg,49.5186,6.1028,9.53,94,75,3.09,LU,1683782747
384,nikolayevka,53.1257,47.2041,12.3,54,84,4.42,RU,1683782747
385,tsengel,49.4783,100.8894,7.43,65,100,2.72,MN,1683782748
386,muynoq,43.7683,59.0214,21.52,55,100,7.05,UZ,1683782749
387,airway heights,47.6446,-117.5933,11.14,58,0,2.06,US,1683782750
388,kismayo,-0.3582,42.5454,27.78,75,49,6.32,SO,1683782751
389,concepcion,-36.827,-73.0498,8.89,93,94,3.09,CL,1683782478
390,akureyri,65.6835,-18.0878,4.96,93,100,1.54,IS,1683782752
391,lillehammer,61.1146,10.4674,5.05,97,64,0.49,NO,1683782753
392,igarka,67.4667,86.5833,-6.96,73,55,8.02,RU,1683782753
393,grantsville,40.5999,-112.4644,13.99,51,100,1.79,US,1683782754
394,carnarvon,-24.8667,113.6333,24.79,48,0,6.17,AU,1683782754
395,ngerengere,-6.75,38.1167,23.38,82,25,1.37,TZ,1683782755
396,maintirano,-18.0667,44.0167,24.29,74,98,2.21,MG,1683782756
397,nguigmi,14.2495,13.1092,27.73,18,99,4.54,NE,1683782756
398,baramula,34.2,74.35,18.6,31,6,1.97,IN,1683782757
399,malindi,-3.2175,40.1191,28.09,78,75,4.12,KE,1683782757
400,arkhara,49.4212,130.0842,19.36,20,12,1.02,RU,1683782758
401,paita,-5.0892,-81.1144,24.51,78,11,4.45,PE,1683782758
402,belmonte,-15.8631,-38.8828,23.12,87,32,3.46,BR,1683782759
403,south hedland,-20.4089,118.5983,29.96,16,22,6.69,AU,1683782760
404,kununurra,-15.7667,128.7333,28.99,20,41,4.12,AU,1683782761
405,sabha,27.0377,14.4283,15.65,65,0,4.15,LY,1683782761
406,kokopo,-4.352,152.2633,29.11,74,21,2.65,PG,1683782762
407,saudarkrokur,65.7461,-19.6394,4.71,88,15,2.79,IS,1683782762
408,st. john's,47.5649,-52.7093,1.65,90,40,8.75,CA,1683782763
409,sala consilina,40.3912,15.5989,11.46,96,84,2.18,IT,1683782295
410,murghob,38.1702,73.9667,1.12,34,0,0.76,TJ,1683782764
411,polyarnyy,69.1989,33.4478,2.81,99,100,2.31,RU,1683782765
412,kone,-21.0595,164.8658,24.69,61,99,3.44,NC,1683782765
413,goniri,11.4833,12.3144,26.76,53,79,4.21,NG,1683782766
414,inarajan village,13.2736,144.7484,32.54,91,23,3.46,GU,1683782767
415,cockburn town,21.4612,-71.1419,26.74,83,44,5.16,TC,1683782580
416,san luis de la loma,17.2706,-100.8939,27.1,74,70,2.34,MX,1683782768
417,de aar,-30.6497,24.0123,9.79,54,2,1.83,ZA,1683782769
418,harsova,44.6833,27.9333,10.03,70,5,1.72,RO,1683782769
419,miyaly,48.8844,53.7836,16.14,50,76,3.74,KZ,1683782770
420,palmaner,13.2,78.75,31.2,44,65,2.41,IN,1683782770
421,adrar,20.5022,-10.0711,28.9,13,87,4.36,MR,1683782771
422,rudnya,54.947,31.0934,9.83,60,78,3.46,RU,1683782772
423,velikiye luki,56.34,30.5452,11.48,59,42,1.44,RU,1683782772
424,pitimbu,-7.4706,-34.8086,25.33,80,16,3.35,BR,1683782773
425,kuna,43.4918,-116.4201,13.71,57,0,4.12,US,1683782773
426,itoman,26.1247,127.6694,26.21,52,20,6.17,JP,1683782774
427,wailea,19.8858,-155.123,22.72,86,100,0.0,US,1683782775
428,yoloten,37.2989,62.3597,27.23,29,100,8.9,TM,1683782776
429,lorengau,-2.0226,147.2712,28.6,78,45,0.41,PG,1683782777
430,diamantino,-14.4086,-56.4461,20.83,95,100,1.61,BR,1683782778
431,koulamoutou,-1.1303,12.4736,20.43,97,58,0.02,GA,1683782779
432,fort saskatchewan,53.7168,-113.2187,14.43,85,75,2.06,CA,1683782595
433,dhuusamarreeb,5.535,46.3861,27.77,61,67,8.33,SO,1683782719
434,kurnool,15.8309,78.0425,33.89,47,96,2.17,IN,1683782780
435,apatin,45.6711,18.9847,11.98,68,100,8.2,RS,1683782781
436,shakawe,-18.3667,21.85,13.2,53,0,2.38,BW,1683782781
437,constitucion,-35.3333,-72.4167,14.34,64,100,2.96,CL,1683782782
438,ouadda,8.0777,22.4007,22.41,69,99,1.49,CF,1683782783
439,lapinlahti,65.5833,30.5667,4.34,95,100,3.77,RU,1683782783
440,rio grande,-32.035,-52.0986,13.45,79,36,6.53,BR,1683782784
441,berdigestyakh,62.0989,126.6992,2.02,60,100,3.88,RU,1683782784
442,vorkuta,67.5,64.0,-6.12,89,62,1.91,RU,1683782785
443,weno,7.4515,151.8468,28.52,74,100,3.21,FM,1683782786
444,mirnyy,62.5353,113.9611,1.8,37,91,4.92,RU,1683782786
445,tahe,52.3333,124.7333,24.24,16,75,3.35,CN,1683782787
446,chiredzi,-21.05,31.6667,16.36,80,0,0.61,ZW,1683782787
447,benguela,-12.5763,13.4055,23.96,88,27,1.47,AO,1683782788
448,evinayong,1.4368,10.5512,19.39,99,98,0.24,GQ,1683782789
449,puerto lleras,3.0223,-73.4044,21.16,97,100,1.31,CO,1683782789
450,sittwe,20.15,92.9,31.57,60,26,3.75,MM,1683782790
451,cruzeiro do sul,-29.5128,-51.9853,12.82,94,22,1.33,BR,1683782790
452,vinton,37.281,-79.897,15.81,83,0,0.0,US,1683782791
453,jinshi,29.6049,111.8701,19.92,61,97,1.97,CN,1683782792
454,saint croix,17.7397,-64.7388,25.25,80,20,3.6,VI,1683782792
455,helensburgh,56.0061,-4.7265,10.12,91,77,0.89,GB,1683782793
456,saint-jean-de-monts,46.7833,-2.0667,11.6,78,10,5.13,FR,1683782793
457,astaneh-ye ashrafiyeh,37.2596,49.9444,17.96,73,1,1.37,IR,1683782794
458,pyt-yakh,60.7499,72.8582,4.96,57,83,4.64,RU,1683782794
459,gebeit,21.0667,36.3167,27.08,21,2,0.53,SD,1683782795
460,vylkove,45.4021,29.586,10.6,65,5,1.22,UA,1683782796
461,acarau,-2.8856,-40.12,25.39,87,22,3.42,BR,1683782709
462,fonte boa,-2.4959,-66.2662,22.54,99,100,0.47,BR,1683782797
463,zhob,31.3411,69.4481,27.45,14,52,1.12,PK,1683782797
464,alice springs,-23.7,133.8833,20.75,21,0,3.09,AU,1683782780
465,monopoli,40.9559,17.2896,16.19,84,100,7.6,IT,1683782798
466,tuy hoa,13.0833,109.3,31.77,65,100,3.77,VN,1683782799
467,queenstown,-31.8976,26.8753,9.9,53,28,2.92,ZA,1683782800
468,severnoye,56.3491,78.3619,10.0,49,100,2.64,RU,1683782800
469,aripuana,-9.1667,-60.6333,23.8,83,100,1.04,BR,1683782801
470,bratsk,56.1325,101.6142,9.27,38,6,0.93,RU,1683782801
471,okhotsk,59.3833,143.3,3.38,78,33,4.37,RU,1683782802
472,tralee,52.2704,-9.7026,9.65,95,28,5.58,IE,1683782803
473,khandyga,62.6667,135.6,2.71,93,100,1.3,RU,1683782803
474,lata,40.1629,-8.3327,10.6,95,8,1.89,PT,1683782804
475,houdain,50.4504,2.5378,11.48,97,85,3.16,FR,1683782804
476,mazagao,-0.115,-51.2894,25.03,96,100,1.34,BR,1683782805
477,minab,27.1467,57.0801,34.17,17,0,0.67,IR,1683782805
478,fort bragg,35.139,-79.006,16.32,82,0,0.0,US,1683782806
479,egilsstadir,65.2653,-14.3948,6.95,81,75,0.0,IS,1683782807
480,manggar,-2.8833,108.2667,30.47,70,70,4.38,ID,1683782807
481,san jose del cabo,23.0589,-109.6977,24.22,62,0,1.54,MX,1683782665
482,prado,-17.3411,-39.2208,21.76,89,11,1.3,BR,1683782808
483,tolanaro,-25.0319,46.9987,23.04,88,40,5.14,MG,1683782809
484,nicoya,10.1483,-85.452,27.47,70,73,1.09,CR,1683782809
485,rechka-vydrino,51.485,104.8461,5.19,73,100,2.82,RU,1683782810
486,kurtamysh,54.9103,64.4319,12.78,35,1,3.42,RU,1683782811
487,salalah,17.0151,54.0924,30.05,70,40,2.57,OM,1683782811
488,harstad,68.799,16.5293,9.79,85,100,8.05,NO,1683782812
489,bandar-e genaveh,29.5791,50.517,29.01,44,47,4.15,IR,1683782812
490,castillos,-34.1667,-53.8333,11.84,69,92,4.24,UY,1683782813
491,pacific grove,36.6177,-121.9166,12.03,81,20,3.09,US,1683782813
492,dampit,-8.2116,112.7493,26.49,85,45,1.4,ID,1683782814
493,nzerekore,7.7562,-8.8179,22.01,94,100,0.55,GN,1683782815
494,guerrero negro,27.9769,-114.0611,14.6,73,99,8.98,MX,1683782816
495,thyolo,-16.0678,35.1405,18.01,81,100,0.51,MW,1683782816
496,glace bay,46.1969,-59.957,0.99,79,0,2.06,CA,1683782760
497,san antero,9.3741,-75.7589,26.22,83,100,1.97,CO,1683782817
498,puerto santa,-8.9906,-78.6456,21.42,87,28,2.71,PE,1683782818
499,matonga,-2.3833,34.0833,18.66,87,91,1.8,TZ,1683782819
500,roma,43.2128,-75.4557,9.93,83,0,0.0,US,1683782128
501,rafah,31.287,34.2595,20.78,66,13,0.38,PS,1683782820
502,krivosheino,57.3431,83.9261,12.23,35,100,2.75,RU,1683782820
503,burang,30.25,81.1667,3.68,42,11,2.66,CN,1683782821
504,saint-joseph,-21.3667,55.6167,26.93,70,68,5.68,RE,1683782822
505,rioblanco,3.5308,-75.6806,16.96,95,98,1.78,CO,1683782823
506,cedeira,43.6797,-8.0209,12.99,82,41,2.42,ES,1683782823
507,lamu,-2.2717,40.902,29.12,81,60,5.66,KE,1683782824
508,markovo,57.3206,107.0881,5.92,54,100,2.76,RU,1683782824
509,hilo,19.7297,-155.09,24.6,83,100,0.45,US,1683782825
510,puro,12.4841,123.3827,30.29,69,94,4.6,PH,1683782826
511,enriquillo,17.9,-71.2333,24.52,84,1,3.59,DO,1683782826
512,changleng,28.7,115.8167,18.05,76,98,2.77,CN,1683782827
513,jamiltepec,16.2833,-97.8167,23.94,76,62,1.17,MX,1683782827
514,badagry,6.4167,2.8833,27.69,83,83,4.13,NG,1683782828
515,tatarsk,55.219,75.9828,7.76,83,100,5.1,RU,1683782829
516,sao joao da barra,-21.6403,-41.0511,21.95,94,100,4.43,BR,1683782829
517,kashin,57.3592,37.6081,12.3,56,74,0.37,RU,1683782830
518,el granada,37.5027,-122.4694,13.3,79,100,6.69,US,1683782830
519,antonio enes,-16.2325,39.9086,22.75,88,75,2.73,MZ,1683782831
520,broken hill,-31.95,141.4333,19.11,30,0,2.41,AU,1683782832
521,luumaki,60.9262,27.5814,13.03,51,100,2.12,FI,1683782832
522,mogadishu,2.0371,45.3438,28.93,79,40,5.66,SO,1683782833
523,plettenberg bay,-34.0527,23.3716,16.31,80,44,3.88,ZA,1683782833
524,labytnangi,66.6572,66.4183,-6.07,89,99,1.44,RU,1683782834
525,kuala terengganu,5.3302,103.1408,32.97,70,20,2.57,MY,1683782835
526,general villegas,-35.0328,-63.0125,11.28,55,100,3.1,AR,1683782835
527,langepas,61.2544,75.2124,4.74,52,73,4.87,RU,1683782836
528,i-n-salah,27.1935,2.4607,23.9,27,28,5.3,DZ,1683782837
529,ust'-barguzin,53.45,108.9833,5.02,75,100,2.41,RU,1683782837
530,new norfolk,-42.7826,147.0587,15.51,54,31,0.24,AU,1683782838
531,luocheng,29.3848,104.0286,17.96,71,100,1.73,CN,1683782838
532,tonghae,37.5439,129.1069,18.36,60,26,5.79,KR,1683782839
533,gwadar,25.1216,62.3254,30.4,64,0,5.21,PK,1683782840
534,eyl,7.9803,49.8164,30.62,57,92,7.07,SO,1683782840
535,arraial do cabo,-22.9661,-42.0278,22.86,78,100,4.62,BR,1683782841
536,alpena,45.0617,-83.4327,11.73,87,75,0.45,US,1683782841
537,undurkhaan,47.3194,110.6556,18.04,22,60,6.96,MN,1683782842
538,motueka,-41.1333,173.0167,11.72,62,98,3.14,NZ,1683782843
539,aoulef,26.9667,1.0833,24.79,24,52,4.29,DZ,1683782843
540,taza,34.25,-3.75,18.38,51,100,0.43,MA,1683782845
541,kerikeri,-35.2268,173.9474,11.62,88,32,5.65,NZ,1683782846
542,kargasok,59.0556,80.8572,13.26,28,72,4.48,RU,1683782846
543,bubaque,11.2833,-15.8333,26.87,68,99,5.73,GW,1683782847
544,poquoson,37.1224,-76.3458,15.99,88,0,0.0,US,1683782584
545,southbury,41.4815,-73.2132,11.72,76,0,0.0,US,1683782848
546,port saint john's,-31.6229,29.5448,18.24,46,4,3.19,ZA,1683782849
547,kencong,-8.2833,113.3667,28.76,80,49,2.92,ID,1683782849
548,xilin hot,43.9667,116.0333,14.22,53,100,5.31,CN,1683782850
549,dondo,-19.6094,34.7431,20.73,92,50,1.46,MZ,1683782850
550,bonthe,7.5264,-12.505,26.56,79,95,0.75,SL,1683782851
551,korla,41.7597,86.1469,23.3,14,19,4.03,CN,1683782852
552,ivdel',60.6911,60.4206,7.22,52,18,2.15,RU,1683782852
553,ar rabiyah,29.295,47.9331,29.84,57,45,1.34,KW,1683782853
554,shiraoi,42.55,141.35,12.1,54,56,1.97,JP,1683782853
555,tamale,9.4008,-0.8393,26.54,72,40,4.49,GH,1683782854
556,salinopolis,-0.6136,-47.3561,26.35,85,97,3.65,BR,1683782633
557,nagqu,31.5,92.0,-1.93,69,100,3.62,CN,1683782855
558,shalqar,47.8333,59.6,19.21,51,97,5.51,KZ,1683782856
